ORI,year,department_id,total_pop,homs_sum,rape_sum,rob_sum,agg_ass_sum,violent_crime,months_reported,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,latitude,longitude
NB02802,1985,46,362883.0,24.0,214.0,591.0,1669.0,2498.0,12.0,688.37614327483,6.613701936987949,58.972175604809294,162.862410198328,459.92785553470395,41.25716,-95.995102
FL04804,1985,47,142025.0,24.0,154.0,902.0,1851.0,2931.0,12.0,2063.72117584932,16.8984333744059,108.43161415243799,635.099454321422,1303.29167400106,28.538336,-81.379234
PAPEP00,1985,48,1640102.0,273.0,1021.0,9381.0,5534.0,16209.0,12.0,988.292191583206,16.6453062065652,62.252225776201705,571.976620966257,337.41803863418204,39.952583,-75.165222
AZ00723,1985,49,890746.0,89.0,635.0,2425.0,4372.0,7521.0,12.0,844.34844501126,9.991624997474029,71.288560375236,272.243714818815,490.824544819735,33.448376,-112.074036
PAPPD00,1985,50,400969.0,34.0,188.0,3016.0,1115.0,4353.0,12.0,1085.62008534326,8.47945851175527,46.886417653235,752.177849160409,278.07636001785704,40.440624,-79.995888
OR02602,1985,51,367571.0,43.0,469.0,3508.0,4614.0,8634.0,12.0,2348.93394745505,11.698420169164601,127.59439672879499,954.373440777428,1255.26768977966,45.512794,-122.679565
MD01721,1985,52,574412.0,43.0,340.0,2211.0,2461.0,5055.0,12.0,880.0303614826989,7.48591603239487,59.190963977075704,384.91535692151297,428.438124551715,38.83,-76.85
NC09201,1985,53,171814.0,13.0,57.0,307.0,658.0,1035.0,12.0,602.395613861501,7.5663217199995305,33.1754106184595,178.681597541527,382.972283981515,35.787743,-78.644257
CA03404,1985,54,312944.0,39.0,209.0,2083.0,1350.0,3681.0,12.0,1176.24878572524,12.462293573291099,66.7851117132778,665.614295209367,431.387085229306,38.575764,-121.478851
UT01803,1985,55,164216.0,14.0,99.0,446.0,524.0,1083.0,12.0,659.497247527647,8.52535684707946,60.286451990061906,271.593510985531,319.091927704974,40.758701,-111.876183
TXSPD00,1985,56,862878.0,180.0,824.0,2683.0,1706.0,5393.0,12.0,625.00144864048,20.8604229103071,95.49438043385041,310.93619260196704,197.710452694355,29.424349,-98.491142
CA03711,1985,57,988284.0,96.0,338.0,3062.0,2754.0,6250.0,12.0,632.4093074460379,9.713806962371141,34.2006953466817,309.829967903963,278.664837233022,32.715736,-117.161087
CA03801,1985,58,733456.0,85.0,512.0,5111.0,3794.0,9502.0,12.0,1295.51056914116,11.588970572195198,69.8065050936934,696.837983464584,517.2771100106891,37.773972,-122.431297
CA04313,1985,59,706062.0,55.0,415.0,1237.0,1763.0,3470.0,12.0,491.458257206874,7.789684192039791,58.776707994482095,175.197079010059,249.694786010294,37.33548,-121.893028
WASPD00,1985,60,495190.0,61.0,441.0,2843.0,3178.0,6523.0,12.0,1317.27215816151,12.3185040085624,89.056725701246,574.123063874472,641.773864577233,47.608013,-122.335167
MOSPD00,1985,61,431109.0,169.0,384.0,3136.0,4953.0,8642.0,12.0,2004.59744519367,39.2012228925863,89.07260112871691,727.426242551188,1148.8973786211802,38.627003,-90.199402
NY05101,1985,62,1194000.0,32.0,146.0,1181.0,1271.0,2630.0,11.0,220.268006700167,2.6800670016750403,12.2278056951424,98.9112227805695,106.44891122278099,40.94,-72.68
FL02902,1985,63,285280.0,70.0,288.0,2657.0,3840.0,6855.0,12.0,2402.90241166573,24.5372966909703,100.953449242849,931.365675827258,1346.04598990466,27.964157,-82.452606
AZ01003,1985,64,381473.0,32.0,297.0,1051.0,2333.0,3713.0,12.0,973.332319718565,8.38853601696581,77.856099907464,275.510979807221,611.576703986914,32.25346,-110.911789
OK07205,1985,65,374875.0,33.0,268.0,796.0,1805.0,2902.0,12.0,774.124708236079,8.80293431143715,71.4904968322774,212.337445815272,481.493831277092,36.15398,-95.992775
VA12800,1985,66,312584.0,17.0,98.0,205.0,230.0,550.0,12.0,175.95270391318803,5.4385381209530905,31.351572697259,65.5823714585519,73.5802216364241,36.86314,-76.015778
DCMPD00,1985,67,626000.0,147.0,337.0,5230.0,4457.0,10171.0,12.0,1624.76038338658,23.482428115016,53.8338658146965,835.4632587859419,711.980830670926,38.889248,-77.050636
KS08703,1985,68,284915.0,26.0,249.0,699.0,698.0,1672.0,12.0,586.8416896267311,9.12552866644438,87.3944860747942,245.336328378639,244.98534650685298,37.697948,-97.314835
NM00101,1986,1,364196.0,49.0,247.0,1248.0,2748.0,4292.0,12.0,1178.4863095695698,13.4542938417775,67.8206240595723,342.672626827313,754.5387648409101,35.106766,-106.629181
TX22001,1986,2,223106.0,22.0,120.0,518.0,790.0,1450.0,12.0,649.915286903983,9.86078366337077,53.786092709295104,232.176633528457,354.09177700286006,32.705002,-97.12278
GAAPD00,1986,3,445617.0,186.0,681.0,5428.0,6867.0,13162.0,12.0,2953.65751306615,41.7398797622173,152.821817839086,1218.0863835984699,1541.00943186638,33.753746,-84.38633
CO00101,1986,4,200189.0,11.0,120.0,580.0,2157.0,2868.0,12.0,1432.64614938883,5.49480740700038,59.9433535309133,289.726208732748,1077.48177971817,39.710835,-104.8125
TX22701,1986,5,414220.0,48.0,388.0,1124.0,1107.0,2667.0,12.0,643.860750325914,11.5880450002414,93.67003041861808,271.35338708898604,267.249287818068,30.266666,-97.73333
MDBPD00,1986,6,783542.0,240.0,660.0,7989.0,6340.0,15229.0,12.0,1943.60991497584,30.630138524801502,84.2328809432041,1019.6007361443301,809.1461593635061,39.299236,-76.609383
MD00301,1986,7,690668.0,31.0,192.0,1384.0,5185.0,6792.0,12.0,983.395784950222,4.48840832353606,27.7991741328685,200.38571354109402,750.722488952724,39.299236,-76.609383
MA01301,1986,8,574107.0,105.0,516.0,6225.0,5549.0,12395.0,12.0,2159.0052028628797,18.289273602307603,89.87871598848301,1084.29264927966,966.544563992426,42.361145,-71.057083
NY01401,1986,9,339685.0,35.0,281.0,1533.0,1906.0,3755.0,12.0,1105.4359185716198,10.303663688417199,82.7236998984353,451.30046955267403,561.108085432092,42.88023,-78.878738
NC06001,1986,10,339767.0,53.0,305.0,1454.0,3675.0,5487.0,12.0,1614.9302315998902,15.598925145761699,89.76739942372271,427.94032381014097,1081.62358322027,35.227085,-80.843124
ILCPD00,1986,11,3003105.0,754.0,3708.0,30918.0,33529.0,68909.0,12.0,2294.59176419073,25.107347228951397,123.472206266514,1029.5344318630198,1116.47777883224,41.881832,-87.623177
OHCIP00,1986,12,370482.0,46.0,291.0,1216.0,1787.0,3340.0,12.0,901.5282793765961,12.4162577399172,78.5463261373022,328.221074168246,482.344621331131,39.103119,-84.512016
OHCLP00,1986,13,546544.0,124.0,773.0,3698.0,2520.0,7115.0,12.0,1301.8165051670098,22.688017799115897,141.434175473521,676.615240492989,461.07907140138803,41.505493,-81.68129
OHCOP00,1986,14,566115.0,78.0,550.0,2255.0,2265.0,5148.0,12.0,909.3558729233459,13.7781192867174,97.1534052268532,398.32896143009805,400.09538697967696,39.983334,-82.98333
TXDPD00,1986,15,1016488.0,347.0,1255.0,9289.0,8384.0,19275.0,12.0,1896.23487930994,34.137146724801504,123.464320287106,913.83272601349,824.8006862845401,32.89748,-97.040443
CODPD00,1986,16,518625.0,91.0,424.0,2099.0,2036.0,4650.0,12.0,896.601590744758,17.5463967221017,81.7546396722102,404.7240298867201,392.57652446372595,39.742043,-104.991531
MI82349,1986,17,1096947.0,648.0,1351.0,16421.0,8857.0,27277.0,12.0,2486.6287979273397,59.0730454616312,123.16000681892599,1496.9729622306302,807.4227834161541,42.331429,-83.045753
TX07102,1986,18,483925.0,46.0,198.0,1039.0,3451.0,4734.0,12.0,978.250761998243,9.5056052074185,40.915431110192706,214.702691532779,713.1270341478529,31.772543,-106.460953
VA02901,1986,19,658583.0,14.0,69.0,495.0,386.0,964.0,12.0,146.37486846760402,2.1257760980772398,10.4770393405235,75.1613691820165,58.610683846986596,38.854004,-77.356918
TX22012,1986,20,432542.0,200.0,559.0,3373.0,3738.0,7870.0,12.0,1819.4764901443102,46.2382843746966,129.236004827277,779.808665979258,864.1935349630791,32.768799,-97.309341
CA01005,1986,21,281554.0,53.0,241.0,1316.0,1816.0,3426.0,12.0,1216.81808818202,18.8240976864118,85.5963687250048,467.405897270151,644.991724500451,36.746841,-119.772591
HI00200,1986,22,823306.0,46.0,241.0,1052.0,737.0,2076.0,12.0,252.154120096295,5.58723002140152,29.2722268512558,127.777521359009,89.5171418646287,21.315603,-157.858093
TXHPD00,1986,23,1779677.0,408.0,1524.0,10926.0,7718.0,20576.0,12.0,1156.16485463373,22.925508392815104,85.6335166437505,613.931629166416,433.674200430752,29.749907,-95.358421
INIPD00,1986,24,470591.0,63.0,438.0,1571.0,2235.0,4307.0,12.0,915.232123011277,13.3874213488996,93.07445318758751,333.83553871621,474.93470975858,39.768403,-86.158068
FL01602,1986,25,616668.0,119.0,618.0,2985.0,4281.0,8003.0,12.0,1297.78097777086,19.297255573501502,100.215999532974,484.053007452957,694.214715211427,30.332184,-81.655647
MOKPD00,1986,26,448237.0,116.0,460.0,3442.0,5655.0,9673.0,12.0,2158.01015980385,25.8791666015969,102.62428135116,767.8973400232471,1261.60937182785,39.099724,-94.578331
NV00201,1986,27,463158.0,75.0,323.0,1933.0,1616.0,3947.0,12.0,852.192988137957,16.1931781379141,69.7386205139499,417.352177874505,348.90901161158797,36.114647,-115.172813
CA01941,1986,28,398983.0,62.0,220.0,2774.0,1783.0,4839.0,12.0,1212.83362950301,15.5395092021465,55.1401939431003,695.2677181734559,446.886208184309,33.77005,-118.193741
CA01942,1986,29,3260856.0,834.0,2330.0,29930.0,33284.0,66378.0,12.0,2035.6004680979502,25.5761063966026,71.4536305804365,917.857151619084,1020.7135795018199,34.052235,-118.243683
CA01900,1986,30,1061016.0,170.0,472.0,3398.0,7459.0,11499.0,12.0,1083.77253500418,16.0223785503706,44.485662798676,320.259072436231,703.005421218907,34.052235,-118.243683
KY05680,1986,31,,,,,,,,,,,,,38.328732,-85.764771
TNMPD00,1986,32,660255.0,161.0,919.0,5819.0,3578.0,10477.0,12.0,1586.81115629567,24.384518102854198,139.188646810702,881.326154288873,541.911837093244,35.1175,-89.971107
AZ00717,1986,33,210702.0,11.0,117.0,239.0,841.0,1208.0,12.0,573.321563155547,5.22064337310514,55.528661332118304,113.430342379284,399.14191607103896,33.424564,-111.833267
FL01306,1986,34,396374.0,148.0,221.0,5767.0,5540.0,11676.0,12.0,2945.70279584433,37.338473260102795,55.7554229086671,1454.9390222365698,1397.6698774389802,25.761681,-80.191788
FL01300,1986,35,901784.0,162.0,589.0,5798.0,8385.0,14934.0,12.0,1656.05067288841,17.9643905857722,65.3149756482705,642.947756890785,929.82354976358,25.778135,-80.1791
WIMPD00,1986,36,623278.0,83.0,444.0,2207.0,3401.0,6135.0,12.0,984.311976357259,13.316690144686598,71.2362701715767,354.095604208716,545.66341183228,43.038902,-87.906471
MN02711,1986,37,362845.0,44.0,492.0,2801.0,2622.0,5959.0,12.0,1642.29905331478,12.126390056360199,135.595088812027,771.954966996927,722.622607449462,44.986656,-93.258133
MD01604,1986,38,583337.0,9.0,139.0,648.0,834.0,1630.0,12.0,279.426815031448,1.5428474449589198,23.828421649921104,111.08501603704201,142.970529899526,39.1501072,-77.1997039
TN01901,1986,39,470906.0,93.0,410.0,1953.0,1762.0,4218.0,12.0,895.720164958612,19.7491643767546,87.0662085426816,414.732451911847,374.17234012732905,36.174465,-86.76796
NY02900,1986,40,1063822.0,19.0,86.0,1006.0,867.0,1978.0,12.0,185.93336103220298,1.7860130736157,8.084059175313161,94.564692213547,81.4985965697269,40.7506561,-73.582905
LANPD00,1986,41,563927.0,197.0,456.0,5165.0,3347.0,9165.0,12.0,1625.21035524102,34.9335995616454,80.8615299497985,915.898689014713,593.516536714858,29.951065,-90.071533
NY03030,1986,42,7179609.0,1582.0,3536.0,80827.0,57306.0,143251.0,12.0,1995.24793063243,22.0346261196118,49.25059289440411,1125.78554068892,798.1771709295031,40.73061,-73.935242
NJNPD00,1986,43,318801.0,113.0,589.0,5464.0,3994.0,10160.0,12.0,3186.94106982099,35.445309142694,184.754752965016,1713.92185093522,1252.81915677805,40.735657,-74.172363
CA00109,1986,44,370556.0,129.0,538.0,3787.0,2531.0,6985.0,12.0,1885.00523537603,34.8125519489632,145.187232159242,1021.97778473429,683.027666533533,37.804363,-122.271111
OK05506,1986,45,444119.0,60.0,425.0,1484.0,2270.0,4239.0,12.0,954.4739135231771,13.509892618870198,95.69507271699699,334.14467744005503,511.124270747255,35.481918,-97.508469
NB02802,1986,46,332368.0,30.0,225.0,627.0,1844.0,2726.0,12.0,820.175227458721,9.026139700572859,67.6960477542964,188.646319741973,554.806720261878,41.25716,-95.995102
FL04804,1986,47,145882.0,14.0,172.0,1229.0,2001.0,3416.0,12.0,2341.61856843202,9.59679741160664,117.903511056882,842.461715633183,1371.65654433035,28.538336,-81.379234
PAPEP00,1986,48,1645144.0,343.0,1086.0,9647.0,6131.0,17207.0,12.0,1045.92667875882,20.849238729254104,66.0124584838774,586.3924373793419,372.672544166347,39.952583,-75.165222
AZ00723,1986,49,927055.0,122.0,567.0,2972.0,5577.0,9238.0,12.0,996.48888145795,13.159952753612199,61.1614197647389,320.58507855521,601.582430384389,33.448376,-112.074036
PAPPD00,1986,50,402204.0,47.0,253.0,3253.0,1154.0,4707.0,12.0,1170.30163797476,11.6856122763573,62.90340225358279,808.7935475529829,286.91907589183603,40.440624,-79.995888
OR02602,1986,51,368439.0,46.0,438.0,3887.0,4433.0,8804.0,12.0,2389.5407380869,12.4851060826894,118.879923135173,1054.99146398725,1203.1842448817802,45.512794,-122.679565
MD01721,1986,52,588222.0,47.0,396.0,2116.0,2735.0,5294.0,12.0,900.000340007684,7.990180578081071,67.3215214663851,359.728129855735,464.960508107483,38.83,-76.85
NC09201,1986,53,173901.0,16.0,76.0,339.0,732.0,1163.0,12.0,668.771312413385,9.200637144122231,43.7030264345806,194.93849949108997,420.929149343592,35.787743,-78.644257
CA03404,1986,54,320256.0,70.0,258.0,2214.0,1696.0,4238.0,12.0,1323.31634692246,21.857513988809,80.560551558753,691.321942446043,529.576338928857,38.575764,-121.478851
UT01803,1986,55,166182.0,20.0,107.0,506.0,613.0,1246.0,12.0,749.780361290633,12.0349977735254,64.387238088361,304.485443670193,368.872681758554,40.758701,-111.876183
TXSPD00,1986,56,879332.0,162.0,805.0,3262.0,2008.0,6237.0,12.0,709.288414387285,18.423075698371,91.5467650443746,370.96341313633496,228.355160508204,29.424349,-98.491142
CA03711,1986,57,1011376.0,102.0,391.0,3985.0,4044.0,8522.0,12.0,842.614418376548,10.0852699688345,38.6602015471991,394.01765515495697,399.851291705558,32.715736,-117.161087
CA03801,1986,58,750544.0,114.0,492.0,5085.0,3815.0,9506.0,12.0,1266.54799718604,15.1889829243855,65.5524526210322,677.508580442985,508.297981197638,37.773972,-122.431297
CA04313,1986,59,722560.0,39.0,430.0,1126.0,2425.0,4020.0,12.0,556.355181576616,5.39747564216121,59.510628875110704,155.834809565988,335.612267493357,37.33548,-121.893028
WASPD00,1986,60,501279.0,50.0,443.0,2792.0,3505.0,6790.0,12.0,1354.53509921621,9.974485266687811,88.373939462854,556.975257291847,699.211417194816,47.608013,-122.335167
MOSPD00,1986,61,434298.0,195.0,373.0,3326.0,5995.0,9889.0,12.0,2277.00795306449,44.900045590815495,85.88572823268821,765.833598128474,1380.38858111251,38.627003,-90.199402
NY05101,1986,62,1190985.0,30.0,136.0,1188.0,1241.0,2595.0,11.0,217.886875149561,2.51892341213365,11.4191194683392,99.7493671204927,104.19946514859501,40.94,-72.68
FL02902,1986,63,293030.0,79.0,375.0,3512.0,4181.0,8147.0,12.0,2780.2614066819106,26.959696959355696,127.973245060233,1198.5120977374302,1426.8163669248902,27.964157,-82.452606
AZ01003,1986,64,397023.0,41.0,251.0,1042.0,2310.0,3644.0,12.0,917.8309568967039,10.3268576379706,63.2205187105029,262.45330875037496,581.830271797856,32.25346,-110.911789
OK07205,1986,65,375335.0,40.0,272.0,858.0,2125.0,3295.0,12.0,877.8824250336369,10.6571462826542,72.4685947220483,228.59578776293202,566.1608962660019,36.15398,-95.992775
VA12800,1986,66,316959.0,25.0,85.0,336.0,290.0,736.0,12.0,232.206689193239,7.88745547531384,26.8173486160671,106.007401588218,91.49448351364059,36.86314,-76.015778
DCMPD00,1986,67,626000.0,194.0,328.0,4719.0,4181.0,9422.0,12.0,1505.11182108626,30.9904153354633,52.39616613418529,753.833865814697,667.891373801917,38.889248,-77.050636
KS08703,1986,68,286163.0,23.0,261.0,586.0,661.0,1531.0,12.0,535.009767160674,8.037377298952,91.2067597837596,204.77839552982,230.98723454814203,37.697948,-97.314835
NM00101,1987,1,371756.0,48.0,211.0,987.0,2599.0,3845.0,12.0,1034.28054960781,12.911694767535698,56.757658248959,265.496723657453,699.11447293386,35.106766,-106.629181
TX22001,1987,2,251372.0,18.0,92.0,511.0,791.0,1412.0,12.0,561.7172954823931,7.160702067056,36.59914389828621,203.28437534808998,314.67307416896097,32.705002,-97.12278
GAAPD00,1987,3,429953.0,207.0,636.0,5100.0,6950.0,12893.0,12.0,2998.69985789144,48.14479722202189,147.92314508795099,1186.17616344112,1616.4557521403501,33.753746,-84.38633
CO00101,1987,4,219945.0,20.0,118.0,524.0,2038.0,2700.0,12.0,1227.57962217827,9.09318238650572,53.6497760803837,238.24137852645,926.595285184933,39.710835,-104.8125
TX22701,1987,5,469542.0,39.0,284.0,985.0,1005.0,2313.0,12.0,492.60769004689695,8.30596623944184,60.4844721026021,209.778890919236,214.038360785617,30.266666,-97.73333
MDBPD00,1987,6,764893.0,226.0,595.0,7466.0,6008.0,14295.0,12.0,1868.88885112035,29.5466163241133,77.7886580214488,976.084236618717,785.469340156074,39.299236,-76.609383
MD00301,1987,7,681068.0,32.0,199.0,1416.0,3897.0,5544.0,12.0,814.015634268531,4.698502939500901,29.2188151550212,207.908755072915,572.189561101094,39.299236,-76.609383
MA01301,1987,8,575882.0,76.0,550.0,5408.0,5920.0,11954.0,12.0,2075.77246727628,13.197148026852698,95.5056765101184,939.08127012131,1027.988372618,42.361145,-71.057083
NY01401,1987,9,325787.0,35.0,268.0,1552.0,1700.0,3555.0,12.0,1091.2037619671698,10.7432156593111,82.2623370484396,476.3848772357401,521.813332023684,42.88023,-78.878738
NC06001,1987,10,356596.0,52.0,308.0,1486.0,4146.0,5992.0,12.0,1680.3329257759501,14.582328461339998,86.3722531940908,416.71807872213896,1162.66026539838,35.227085,-80.843124
ILCPD00,1987,11,3018338.0,689.0,3692.0,29815.0,34172.0,68368.0,12.0,2265.08760781596,22.8271320176866,122.318971566471,987.7952701122271,1132.14623411957,41.881832,-87.623177
OHCIP00,1987,12,371585.0,69.0,344.0,1183.0,1571.0,3167.0,12.0,852.294898879126,18.5691026279317,92.57639571026822,318.365918968742,422.783481572184,39.103119,-84.512016
OHCLP00,1987,13,548171.0,145.0,750.0,3541.0,2528.0,6964.0,12.0,1270.40649724265,26.4515999569477,136.818620466971,645.966313431393,461.169963387337,41.505493,-81.68129
OHCOP00,1987,14,567800.0,85.0,534.0,2864.0,1898.0,5381.0,12.0,947.692849594928,14.970059880239502,94.0471997182106,504.40295878830597,334.272631208172,39.983334,-82.98333
TXDPD00,1987,15,1009947.0,323.0,1260.0,9091.0,9412.0,20086.0,12.0,1988.8172349638198,31.981876276675898,124.75902200808599,900.146245298021,931.930091381033,32.89748,-97.040443
CODPD00,1987,16,509529.0,79.0,401.0,1612.0,1749.0,3841.0,12.0,753.833442257457,15.5045149540065,78.70013286780541,316.370608934918,343.258185500727,39.742043,-104.991531
MI82349,1987,17,1091523.0,686.0,1417.0,15093.0,10582.0,27778.0,12.0,2544.88453289578,62.847965640669,129.81861124319,1382.7468592049802,969.4710968069389,42.331429,-83.045753
TX07102,1987,18,494954.0,25.0,219.0,969.0,3119.0,4332.0,12.0,875.232849921407,5.0509744339877996,44.24653604173321,195.775769061367,630.159570384318,31.772543,-106.460953
VA02901,1987,19,690273.0,14.0,68.0,529.0,354.0,965.0,12.0,139.799760384659,2.02818305221268,9.851174825032999,76.6363453300361,51.284057177377605,38.854004,-77.356918
TX22012,1987,20,432305.0,135.0,476.0,3270.0,3810.0,7691.0,12.0,1779.0680191068802,31.2279524872486,110.107447288373,756.410404691132,881.322214640127,32.768799,-97.309341
CA01005,1987,21,291855.0,33.0,196.0,1096.0,2048.0,3373.0,12.0,1155.7108838293,11.30698463278,67.15663600075379,375.52894416748,701.718319028285,36.746841,-119.772591
HI00200,1987,22,832614.0,36.0,322.0,985.0,915.0,2258.0,12.0,271.194094742582,4.32373224567447,38.673382864088296,118.302118388593,109.89486124422599,21.315603,-157.858093
TXHPD00,1987,23,1739999.0,323.0,1172.0,9692.0,7784.0,18971.0,12.0,1090.2879829241301,18.563229059327,67.3563605496325,557.011814374606,447.356578940563,29.749907,-95.358421
INIPD00,1987,24,478693.0,57.0,432.0,1334.0,2720.0,4543.0,12.0,949.0424969656959,11.9074229203268,90.24573160668741,278.675476766947,568.213865671735,39.768403,-86.158068
FL01602,1987,25,629887.0,147.0,609.0,3876.0,4945.0,9577.0,12.0,1520.43144246508,23.3375192693293,96.6840084015069,615.348467264763,785.061447529478,30.332184,-81.655647
MOKPD00,1987,26,444382.0,131.0,486.0,3279.0,4527.0,8423.0,12.0,1895.44130950399,29.479141819425603,109.3653658339,737.8786719534089,1018.71812989725,39.099724,-94.578331
NV00201,1987,27,481393.0,47.0,308.0,1837.0,1692.0,3884.0,12.0,806.825192721955,9.76333266167144,63.9809885062724,381.600895733839,351.47997582017194,36.114647,-115.172813
CA01941,1987,28,406297.0,62.0,221.0,2467.0,1910.0,4660.0,12.0,1146.9442304521099,15.259773023182499,54.3937070665055,607.1912910998599,470.099459262559,33.77005,-118.193741
CA01942,1987,29,3341726.0,811.0,2169.0,26192.0,34661.0,63833.0,12.0,1910.1805474177102,24.2688957742197,64.9065782173643,783.786582143479,1037.21849128265,34.052235,-118.243683
CA01900,1987,30,1096165.0,164.0,459.0,3222.0,8480.0,12325.0,12.0,1124.37452390835,14.9612512714783,41.8732581317594,293.933851199409,773.6061633057069,34.052235,-118.243683
KY05680,1987,31,,,,,,,,,,,,,38.328732,-85.764771
TNMPD00,1987,32,659720.0,143.0,831.0,4696.0,3163.0,8833.0,12.0,1338.90135208876,21.675862487115698,125.962529557994,711.8171345419271,479.445825501728,35.1175,-89.971107
AZ00717,1987,33,262428.0,9.0,96.0,222.0,966.0,1293.0,12.0,492.706570945174,3.42951209474599,36.581462343957206,84.594631670401,368.100964836069,33.424564,-111.833267
FL01306,1987,34,385089.0,128.0,202.0,5594.0,5385.0,11309.0,12.0,2936.72371841315,33.239069409928604,52.4554064125436,1452.6512053057902,1398.37803728489,25.761681,-80.191788
FL01300,1987,35,926139.0,173.0,565.0,5850.0,8991.0,15579.0,12.0,1682.1449048145,18.679701427107602,61.00596130818379,631.654643633407,970.8045984458059,25.778135,-80.1791
WIMPD00,1987,36,607885.0,92.0,437.0,1984.0,3495.0,6008.0,12.0,988.34483496056,15.134441547332099,71.8885973498277,326.377522064206,574.944273999194,43.038902,-87.906471
MN02711,1987,37,359371.0,38.0,520.0,2866.0,2114.0,5538.0,12.0,1541.02584793987,10.5740307370378,144.697262717359,797.504528746059,588.2500257394171,44.986656,-93.258133
MD01604,1987,38,617920.0,17.0,165.0,683.0,842.0,1707.0,12.0,276.249352667012,2.75116519937856,26.702485758674303,110.532107716209,136.26359399275,39.1501072,-77.1997039
TN01901,1987,39,487097.0,99.0,509.0,2350.0,2295.0,5253.0,12.0,1078.4299636417402,20.324493889307497,104.496640299571,482.4501074734599,471.1587219794,36.174465,-86.76796
NY02900,1987,40,1052414.0,22.0,83.0,1010.0,751.0,1866.0,12.0,177.306649284407,2.0904320923134803,7.886630166455411,95.96983696530071,71.35975006033749,40.7506561,-73.582905
LANPD00,1987,41,549536.0,205.0,359.0,3786.0,3328.0,7678.0,12.0,1397.1787107669,37.3041984510569,65.32784021428989,688.9448552961039,605.60181680545,29.951065,-90.071533
NY03030,1987,42,7284319.0,1672.0,3507.0,78890.0,64244.0,148313.0,12.0,2036.05855262517,22.953415411928,48.144514264133704,1083.01132885586,881.949294093243,40.73061,-73.935242
NJNPD00,1987,43,318402.0,81.0,577.0,4230.0,4038.0,8926.0,12.0,2803.3743506636306,25.439538696365,181.21745466423,1328.50924303239,1268.2081142706402,40.735657,-74.172363
CA00109,1987,44,365983.0,114.0,538.0,3176.0,2657.0,6485.0,12.0,1771.9402267318399,31.148987794514998,147.001363451308,867.799870485788,725.9900050002319,37.804363,-122.271111
OK05506,1987,45,441408.0,48.0,381.0,1322.0,2047.0,3798.0,12.0,860.4284471509351,10.874293170943902,86.31470204436708,299.49615774974603,463.74329418587797,35.481918,-97.508469
NB02802,1987,46,374934.0,28.0,189.0,570.0,1749.0,2536.0,12.0,676.3857105517241,7.46798103132818,50.40887196146521,152.026756709181,466.48210084975,41.25716,-95.995102
FL04804,1987,47,150250.0,27.0,181.0,1029.0,2174.0,3411.0,12.0,2270.21630615641,17.9700499168053,120.465890183028,684.858569051581,1446.92179700499,28.538336,-81.379234
PAPEP00,1987,48,1649364.0,338.0,1102.0,9302.0,6656.0,17398.0,12.0,1054.8308317630301,20.4927475075241,66.81363240618809,563.974962470383,403.549489378936,39.952583,-75.165222
AZ00723,1987,49,933177.0,111.0,503.0,2287.0,5280.0,8181.0,12.0,876.6825586142821,11.894849530153401,53.9018857087134,245.076764643792,565.809058731623,33.448376,-112.074036
PAPPD00,1987,50,389015.0,37.0,263.0,2834.0,1184.0,4318.0,12.0,1109.98290554349,9.51120136755652,67.6066475585774,728.5066128555451,304.358443761809,40.440624,-79.995888
OR02602,1987,51,390845.0,66.0,407.0,3667.0,4623.0,8763.0,12.0,2242.06526884059,16.8864895290972,104.13335209609899,938.223592472719,1182.82183474267,45.512794,-122.679565
MD01721,1987,52,589824.0,20.0,81.0,521.0,624.0,1246.0,3.0,211.24945746527803,3.39084201388889,13.73291015625,88.33143446180559,105.794270833333,38.83,-76.85
NC09201,1987,53,182750.0,15.0,78.0,384.0,647.0,1124.0,12.0,615.047879616963,8.207934336525309,42.681258549931606,210.123119015048,354.035567715458,35.787743,-78.644257
CA03404,1987,54,331728.0,78.0,241.0,1841.0,1676.0,3836.0,12.0,1156.36907345777,23.5132397626972,72.6498818308976,554.9727487580191,505.23320310615895,38.575764,-121.478851
UT01803,1987,55,159839.0,13.0,94.0,482.0,501.0,1090.0,12.0,681.936198299539,8.13318401641652,58.80917673408871,301.553438147136,313.440399401898,40.758701,-111.876183
TXSPD00,1987,56,920215.0,174.0,849.0,3253.0,1816.0,6092.0,12.0,662.019202034307,18.9086246148998,92.261047689942,353.5043440935,197.345185635966,29.424349,-98.491142
CA03711,1987,57,1040851.0,96.0,410.0,3452.0,5154.0,9112.0,12.0,875.4375025820219,9.2232221518738,39.390844606961004,331.651696544462,495.171739278725,32.715736,-117.161087
CA03801,1987,58,767933.0,103.0,452.0,4654.0,4089.0,9298.0,12.0,1210.7827115125901,13.4126284454503,58.8593015276072,606.042454224522,532.468327315013,37.773972,-122.431297
CA04313,1987,59,730079.0,24.0,393.0,944.0,3017.0,4378.0,12.0,599.661132562366,3.28731548229712,53.829791022615396,129.30107563702,413.24295042043406,37.33548,-121.893028
WASPD00,1987,60,494426.0,54.0,465.0,2959.0,3618.0,7096.0,12.0,1435.19960519876,10.9217557329105,94.04845214450701,598.471763216336,731.757634105003,47.608013,-122.335167
MOSPD00,1987,61,429414.0,153.0,332.0,3296.0,5997.0,9778.0,12.0,2277.05663997913,35.6299515153209,77.3146660332453,767.55764833005,1396.55437410052,38.627003,-90.199402
