ORI,year,department_id,total_pop,homs_sum,rape_sum,rob_sum,agg_ass_sum,violent_crime,months_reported,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,latitude,longitude
UT01803,1976,55,175400.0,11.0,102.0,482.0,364.0,959.0,12.0,546.750285062714,6.271379703534781,58.152793614595204,274.800456100342,207.525655644242,40.758701,-111.876183
TXSPD00,1976,56,753069.0,119.0,263.0,1262.0,1641.0,3285.0,12.0,436.215008186501,15.8020048627682,34.9237586462861,167.580925519441,217.90831915800499,29.424349,-98.491142
CA03711,1976,57,773400.0,59.0,233.0,2271.0,1555.0,4118.0,12.0,532.454098784588,7.62865270235324,30.1267132143781,293.638479441427,201.06025342642897,32.715736,-117.161087
CA03801,1976,58,665000.0,130.0,619.0,6628.0,3379.0,10756.0,12.0,1617.4436090225597,19.548872180451102,93.08270676691731,996.691729323308,508.12030075187994,37.773972,-122.431297
CA04313,1976,59,557700.0,37.0,296.0,967.0,1223.0,2523.0,12.0,452.39376008606797,6.63439124977587,53.075129998206904,173.39071185224998,219.293526985835,37.33548,-121.893028
WASPD00,1976,60,503500.0,42.0,322.0,2163.0,1601.0,4128.0,12.0,819.860973187686,8.3416087388282,63.9523336643496,429.59285004965204,317.974180734856,47.608013,-122.335167
MOSPD00,1976,61,534206.0,182.0,489.0,5303.0,3600.0,9574.0,12.0,1792.1925249810001,34.0692541828433,91.5377214033538,992.68821390999,673.897335484813,38.627003,-90.199402
NY05101,1976,62,1177192.0,34.0,126.0,979.0,671.0,1810.0,12.0,153.755716994339,2.88822893801521,10.7034366526446,83.1640038328497,57.0000475708296,40.94,-72.68
FL02902,1976,63,274568.0,42.0,162.0,1025.0,1706.0,2935.0,12.0,1068.9519536144098,15.296757087497499,59.0017773374902,373.313714635354,621.339704554063,27.964157,-82.452606
AZ01003,1976,64,340927.0,24.0,136.0,554.0,750.0,1464.0,12.0,429.41744127041903,7.03963018476096,39.891237713645396,162.498130098232,219.98844327377998,32.25346,-110.911789
OK07205,1976,65,349516.0,27.0,131.0,392.0,1197.0,1747.0,12.0,499.834056237769,7.72496824179723,37.4804014694606,112.1550944735,342.47359205301,36.15398,-95.992775
VA12800,1976,66,216176.0,12.0,59.0,157.0,253.0,481.0,12.0,222.503885722744,5.551032492043519,27.292576419214,72.62600843756941,117.034268373918,36.86314,-76.015778
DCMPD00,1976,67,702000.0,188.0,508.0,7044.0,2659.0,10399.0,12.0,1481.33903133903,26.780626780626804,72.3646723646724,1003.4188034188,378.774928774929,38.889248,-77.050636
KS08703,1976,68,256455.0,19.0,111.0,514.0,470.0,1114.0,12.0,434.384199957107,7.40870718059699,43.282447212961294,200.425025832992,183.26801973055697,37.697948,-97.314835
NM00101,1977,1,292341.0,31.0,207.0,754.0,1398.0,2390.0,12.0,817.538422595531,10.604054853749599,70.8077211201987,257.917979346038,478.20866727554494,35.106766,-106.629181
TX22001,1977,2,112994.0,4.0,34.0,85.0,266.0,389.0,12.0,344.26606722480795,3.54001097403402,30.0900932792892,75.22523319822291,235.41072977326198,32.705002,-97.12278
GAAPD00,1977,3,440300.0,138.0,510.0,3354.0,3593.0,7595.0,12.0,1724.96025437202,31.342266636384302,115.830115830116,761.753349988644,816.034521916875,33.753746,-84.38633
CO00101,1977,4,137200.0,3.0,42.0,166.0,374.0,585.0,12.0,426.38483965014603,2.1865889212828002,30.612244897959197,120.991253644315,272.594752186589,39.710835,-104.8125
TX22701,1977,5,321900.0,33.0,187.0,512.0,528.0,1260.0,12.0,391.42590866728796,10.2516309412861,58.0925753339546,159.055607331469,164.026095060578,30.266666,-97.73333
MDBPD00,1977,6,827494.0,171.0,499.0,7563.0,6050.0,14283.0,12.0,1726.0548112735598,20.6648024034011,60.3025520426734,913.9643308591969,731.1231259682851,39.299236,-76.609383
MD00301,1977,7,643363.0,22.0,162.0,717.0,3109.0,4010.0,12.0,623.287319911154,3.4195314309340095,25.1801859914232,111.445637999077,483.24196448972,39.299236,-76.609383
MA01301,1977,8,619321.0,75.0,408.0,5655.0,3284.0,9422.0,12.0,1521.3435359046398,12.1100366368975,65.8785993047224,913.096762422072,530.258137540952,42.361145,-71.057083
NY01401,1977,9,415352.0,45.0,236.0,1822.0,1842.0,3945.0,12.0,949.7967988597619,10.8341840174117,56.8192761802038,438.66407288276,443.479265779387,42.88023,-78.878738
NC06001,1977,10,262314.0,47.0,119.0,614.0,1465.0,2245.0,12.0,855.844522213835,17.9174577033631,45.3654780148982,234.070617656702,558.490968838873,35.227085,-80.843124
ILCPD00,1977,11,3086806.0,823.0,1227.0,16512.0,10311.0,28873.0,12.0,935.3681442889509,26.6618634277632,39.749825547831605,534.9218577390351,334.03459757432097,41.881832,-87.623177
